"ID","Description","GeneRatio","BgRatio","pvalue","FDR","qvalue","geneID","Count","Source"
"GO:0071326","cellular response to monosaccharide stimulus","32/1168","231/18481",2.39132833367196e-05,0.00149390848710293,0.00128122026629615,"Hnf1a/Fis1/Tra2b/Pax6/Prkaca/Gcg/Smarca4/Slc39a14/Dynll1/Pde3b/Slc2a2/Ins1/Foxa2/Fn1/Slc2a5/Ucp2/Baiap3/Gas6/Pck2/Ptprn/Kcnj11/Slc9b2/Irs2/Pim3/Mlxipl/Pdx1/Adra2a/Sri/Rack1/Gck/Sox4/Camk2n1",32,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0032890","regulation of organic acid transport","19/1168","104/18481",2.48334553049632e-05,0.00153415568328439,0.00131573745650858,"Fis1/Eprs1/Mapk9/Slc43a2/Slc38a1/Slc38a2/Mif/Dpysl2/Fabp3/Nr3c1/Stxbp1/Slc12a2/Slc38a3/Syt4/Slc7a5/Cck/Sv2a/Irs2/Akt1",19,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0019216","regulation of lipid metabolic process","44/1168","364/18481",2.70610265951068e-05,0.00164873986328776,0.00141400825079393,"Scarb1/Por/Pdk1/Igfbp7/Kit/Mapk9/Adora2b/Mid1ip1/Chp1/Gcg/Kcnma1/Eif2ak3/Insig1/Cyp51/Trib3/Nfe2l1/Scp2/Pde3b/Angptl8/Fabp3/Foxa2/Fgf1/Nr3c1/Abca2/Acsl3/Idh1/Golm1/Pik3ip1/Mlx/Igf2/Ins2/Nucb2/Ceacam1/Rorc/Cers2/Irs2/Fitm2/Akt1/Tm6sf2/Ttc39b/Fdps/Mlxipl/Adra2a/Mboat7",44,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0061620","glycolytic process through glucose-6-phosphate","7/1168","16/18481",2.7281307090373e-05,0.00164873986328776,0.00141400825079393,"Pfkl/Pkm/Tpi1/Pfkp/Eno1/Gapdh/Pgk1",7,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0046942","carboxylic acid transport","46/1168","388/18481",2.92658238221237e-05,0.00174965570377428,0.00150055667135507,"Slc16a6/Slc16a10/Slc7a1/Hnf1a/Fis1/Eprs1/Mapk9/Abcc3/Nherf1/Slc43a2/Myc/Slc1a4/Slc38a1/Slc38a2/Mif/Slc2a1/Nfe2l1/Slc6a6/Dpysl2/Slc7a11/Cpt2/Fabp3/Rbp1/Nr3c1/Acsl3/Stxbp1/Slc12a2/Pla2g2f/Slc38a3/Syt4/Ucp2/Slc3a2/Slc7a5/Cck/Slc6a9/Slc16a1/Ceacam1/Sv2a/Irs2/Crabp1/Atp8b1/Slc35d2/Akt1/Ctns/Cacna1a/Slco4a1",46,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0022406","membrane docking","17/1168","88/18481",3.11091299782109e-05,0.00184007194339205,0.00157810032252291,"Atp2a2/Snap29/Uso1/Calm1/Chp1/Rab3b/Rab3d/Rab7a/Vamp8/Rab8a/Ykt6/Stxbp1/Calm3/Rab3a/Gnao1/Ncam1/Esyt1",17,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0019319","hexose biosynthetic process","18/1168","97/18481",3.24086485643563e-05,0.00189675880018759,0.00162671665370121,"Atf3/Prkaca/Gcg/Slc39a14/Slc37a4/Nln/Nr3c1/Tpi1/Atf4/Eno1/Pck2/Gapdh/Ins2/Gpi/RGD1563601/LOC500959/Pgk1/Gck",18,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0031100","animal organ regeneration","25/1168","163/18481",3.32395636970662e-05,0.00190745800792347,0.00163589261186924,"Tgfbr3/Pou2f1/Myc/Npm1/Rpl19/Baat/Rpl32/Pkm/Gfer/Ucp2/Ihh/Gas6/Ncl/Slc7a5/Ptch1/Cad/Mki67/CYTB/Ncam1/Tyms/Pdx1/Rpl10/Cebpb/Rapgef3/Prps1",25,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0015849","organic acid transport","46/1168","390/18481",3.32775947425498e-05,0.00190745800792347,0.00163589261186924,"Slc16a6/Slc16a10/Slc7a1/Hnf1a/Fis1/Eprs1/Mapk9/Abcc3/Nherf1/Slc43a2/Myc/Slc1a4/Slc38a1/Slc38a2/Mif/Slc2a1/Nfe2l1/Slc6a6/Dpysl2/Slc7a11/Cpt2/Fabp3/Rbp1/Nr3c1/Acsl3/Stxbp1/Slc12a2/Pla2g2f/Slc38a3/Syt4/Ucp2/Slc3a2/Slc7a5/Cck/Slc6a9/Slc16a1/Ceacam1/Sv2a/Irs2/Crabp1/Atp8b1/Slc35d2/Akt1/Ctns/Cacna1a/Slco4a1",46,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","23/1168","144/18481",3.52823894285213e-05,0.00198151601234928,0.00169940695493037,"Nectin3/Igsf9b/Cdhr2/Celsr2/Cdh1/Ceacam1/Sdk2/Fat4/Pcdh10/Cdh4/Pcdhgc3/Pcdhga11/Pcdhga7/Pcdhga5/Pcdhga8/Pcdhgb7/Pcdhgb8/Pcdhga2/Pcdhga3/Pcdhga10/Pcdhga12/Pcdhga1/Pcdhgc5",23,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0043467","regulation of generation of precursor metabolites and energy","23/1168","144/18481",3.52823894285213e-05,0.00198151601234928,0.00169940695493037,"Myc/Prkaca/Mif/Shmt2/Ppp1r3b/Nop53/Tmem135/Ppp1r3c/Gfpt1/Pfkfb3/Mlx/Igf2/Ins2/Arl2/Irs2/Akt1/Vcp/Gcgr/Ak4/Mlxipl/Slc25a23/Ddit4/Gck",23,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0071248","cellular response to metal ion","35/1168","268/18481",3.61214044503722e-05,0.00200835008744069,0.00172242065431775,"Rasa4/Mapk9/Itpkb/Parp1/Enpp2/Eif2ak3/Ddit3/Syt13/Fos/Nfe2l1/Txnrd1/Slc18a1/Foxa2/Nr3c1/Fn1/Anxa5/Dpep1/Slc12a2/Syt4/Atf4/Ucp2/Hspa5/Gsn/Jund/Rbm12/Cdh1/Rasgrp2/Jun/Neurod2/Akt1/Cpne2/Slc25a23/Tuba1a/Gabrb3/Junb",35,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:1901800","positive regulation of proteasomal protein catabolic process","20/1168","116/18481",3.67799429492031e-05,0.00202471765146108,0.00173645796310464,"Mapk9/Trib1/Wfs1/Mdm2/Trib3/Rnf19a/Psmc5/Fbxw7/Nop53/Csnk1e/Herpud1/Rnf185/Cdc20/Akt1/Usp13/Vcp/Csnk1d/Gba1/Psmd10/Rack1",20,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:1903052","positive regulation of proteolysis involved in protein catabolic process","22/1168","135/18481",3.77943987464505e-05,0.00206016526500259,0.00176685888876595,"Mapk9/Trib1/Wfs1/Mdm2/Trib3/Rnf19a/Psmc5/Fbxw7/Nop53/Csnk1e/Agtpbp1/Herpud1/Rnf185/Ptk2b/Cdc20/Akt1/Usp13/Vcp/Csnk1d/Gba1/Psmd10/Rack1",22,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0071333","cellular response to glucose stimulus","31/1168","226/18481",3.86384112175968e-05,0.00208572394533824,0.00178877877174976,"Hnf1a/Fis1/Tra2b/Pax6/Prkaca/Gcg/Smarca4/Slc39a14/Dynll1/Pde3b/Slc2a2/Ins1/Foxa2/Fn1/Ucp2/Baiap3/Gas6/Pck2/Ptprn/Kcnj11/Slc9b2/Irs2/Pim3/Mlxipl/Pdx1/Adra2a/Sri/Rack1/Gck/Sox4/Camk2n1",31,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0015711","organic anion transport","53/1168","475/18481",4.02676253800327e-05,0.00215276920300944,0.00184627877501567,"Slc16a6/Slc16a10/Slc44a4/Slc7a1/Hnf1a/Fis1/Eprs1/Mapk9/Abcc3/Nherf1/Slc43a2/Myc/Slc1a4/Slc38a1/Slc38a2/Mif/Slc2a1/Nfe2l1/Slc6a6/Dpysl2/Slc39a14/Slc7a11/Ankh/Slc2a2/Cpt2/Fabp3/Rbp1/Nr3c1/Acsl3/Stxbp1/Slc12a2/Pla2g2f/Slc38a3/Slc2a4/Syt4/Ucp2/Slc3a2/Slc7a5/Cck/Slc6a9/Slc16a1/Ceacam1/Sv2a/Irs2/Crabp1/Atp8b1/Slc35d2/Akt1/Ctns/Slc39a6/Slc25a23/Cacna1a/Slco4a1",53,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0033157","regulation of intracellular protein transport","34/1168","259/18481",4.17498657464799e-05,0.00221075479571836,0.00189600894066721,"Mapk14/Fis1/Ube2l3/Dnajc27/Chp1/Prkaca/Ywhae/Mdm2/Insig1/Septin8/Ifi27/Anp32b/Dctn1/Fbxw7/Ipo5/Arpc2/C2cd5/Hras/Tcaf1/Gas6/Nolc1/Kif20b/Cdh1/Lman1/Trim28/Mief2/Usp36/Mdfic/Edem1/Hsp90aa1/Rapgef3/Rhou/Cdk5r1/Ubl5",34,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0032024","positive regulation of insulin secretion","20/1168","118/18481",4.73574224816141e-05,0.00248403083960165,0.00213037858829903,"Glp1r/Hnf1a/Pfkfb2/Slc30a8/Prkaca/Gna11/Gcg/Snap25/Dynll1/Slc2a2/Nlgn2/Baiap3/Pck2/Irs2/Nnat/Pdx1/Sri/Gck/Sox4/Camk2n1",20,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0031099","regeneration","41/1168","339/18481",4.96475962290659e-05,0.00257981901900567,0.00221252937449748,"Mapk14/Gap43/Tgfbr3/Naca/Pou2f1/Myc/Npm1/Rpl19/Matn2/Mif/Thy1/Baat/Nefh/Rpl32/Pkm/Mtpn/Gfer/Ninj1/Mtr/Ucp2/Ihh/Gas6/Ncl/Ntrk3/Slc7a5/Gsn/Ptch1/Inpp5f/Cers2/Jun/Cad/Mki67/Rtn4r/CYTB/Ncam1/Tyms/Pdx1/Rpl10/Cebpb/Rapgef3/Prps1",41,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0070972","protein localization to endoplasmic reticulum","15/1168","74/18481",5.01180937745294e-05,0.00258015371654059,0.00221281642103916,"Glp1r/Srp72/Naca/Insig1/Sgtb/Kdelr3/Sec61a1/Hspa5/Herpud1/Gabarapl2/Gbf1/Akt1/Spcs3/Arxes1/Edem1",15,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:1905897","regulation of response to endoplasmic reticulum stress","16/1168","83/18481",5.42270654714849e-05,0.00276607783505923,0.00237227046437302,"Wfs1/Eif2ak3/Txndc12/Nfe2l1/Hyou1/Usp14/Nck2/Hspa5/Herpud1/Rnf185/Syvn1/Atf6/Grina/Usp13/Pdx1/Ficd",16,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0045732","positive regulation of protein catabolic process","29/1168","210/18481",5.99291849393772e-05,0.00301846443755601,0.00258872470695356,"Mapk9/Trib1/Wfs1/Mdm2/Trib3/Vgll4/Dact1/Gga1/Rnf19a/Psmc5/Fbxw7/Sh3d19/Rab7a/Nop53/Csnk1e/Ndfip1/Abca2/Herpud1/Rnf185/Cdc20/Akt1/Usp13/Vcp/Csnk1d/Adra2a/Gba1/Psmd10/Rack1/Hsp90aa1",29,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0016311","dephosphorylation","32/1168","242/18481",6.02607108936541e-05,0.00301846443755601,0.00258872470695356,"Ppp2r5a/Ssh1/Psph/Ppp1r2/Calm1/Sgpp1/Ywhae/Ptprd/Dusp16/Nsmf/Swap70/Tns2/Dusp4/Plppr2/Sema4d/Ppp1r16b/Calm3/Plppr4/Plppr5/Ssh3/Ptprn/Ilkap/Inpp5f/Ppp2r5b/Dusp6/Plppr3/Ppp1r15b/Dusp8/Ppm1f/Ppm1m/Inpp5b/Gba1",32,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0036465","synaptic vesicle recycling","17/1168","93/18481",6.48994153996551e-05,0.00322179240734002,0.00276310480977855,"Git2/Dnm1l/Nlgn3/Calm1/Bin1/Nlgn2/Ap2s1/Calm3/Slc2a4/Cltb/Sncb/Rab3a/Pip5k1c/Btbd8/Actb/Ap1s2/Ap1g1",17,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0032388","positive regulation of intracellular transport","30/1168","222/18481",6.77002559948707e-05,0.00330175905122853,0.00283168657744514,"Mapk14/Fis1/Ube2l3/Chp1/Prkaca/Ywhae/Dync1h1/Mdm2/Anp32b/Dctn1/Fbxw7/Ipo5/Scp2/Pgap1/Arpc2/C2cd5/Hras/Tcaf1/Gas6/Kif20b/Cdh1/Trim28/Mief2/Usp36/Edem1/Hsp90aa1/Rapgef3/Rhou/Cdk5r1/Ubl5",30,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0032328","alanine transport","7/1168","18/18481",6.78433625199147e-05,0.00330175905122853,0.00283168657744514,"Slc1a4/Slc38a1/Slc38a2/Slc6a6/Slc38a3/Slc3a2/Slc7a5",7,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0046887","positive regulation of hormone secretion","28/1168","201/18481",6.82917789372807e-05,0.00330175905122853,0.00283168657744514,"Glp1r/Hnf1a/Ildr1/Pfkfb2/Slc30a8/Prkaca/Gna11/Gcg/Snap25/Pex5l/Dynll1/Slc2a2/Vamp8/P2ry1/Nlgn2/Baiap3/Pck2/Nucb2/Irs2/Nnat/Npy/Pdx1/Sri/Vdr/Gck/Sox4/Tac1/Camk2n1",28,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0019320","hexose catabolic process","10/1168","37/18481",7.07747409635864e-05,0.00336331247656017,0.00288447662226762,"Pfkl/Pfkfb2/Galm/Pkm/Tpi1/Pfkp/Eno1/Gapdh/Pgk1/Gck",10,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:1903715","regulation of aerobic respiration","10/1168","37/18481",7.07747409635864e-05,0.00336331247656017,0.00288447662226762,"Myc/Shmt2/Nop53/Tmem135/Arl2/Akt1/Vcp/Ak4/Mlxipl/Slc25a23",10,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0070849","response to epidermal growth factor","14/1168","68/18481",7.4093413112339e-05,0.00349118116020852,0.00299414060123903,"Myc/Zfp36l2/Fos/Knstrn/Eef1a1/Arpc2/Vil1/Ncl/Cfl1/Mars1/Cad/Akt1/Errfi1/Zfp36",14,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0001666","response to hypoxia","54/1168","499/18481",7.78067357116196e-05,0.00363533992064374,0.00311777543364561,"Smad9/Tfam/Fis1/Pdk1/Dnm1l/Tgfbr3/Tgfb2/Rad21/Myc/Npm1/Crhr1/Sdc2/Kcnma1/Mdm2/Mif/Slc2a1/Plod1/Kdm3a/Fos/Nampt/Palld/Casp3/Hyou1/Pkm/Nop53/Hspd1/Pdia3/Slc2a4/Ahcy/Atf4/Ucp2/Eno1/Jund/Vegfa/Pklr/Ramp2/Kcnj11/Jun/Vldlr/Ptk2b/Akt1/ND2/Scfd1/CYTB/Serpina1/P4hb/Ak4/Lonp1/Aldoa/Ddit4/Pgk1/Sox4/Junb/Fosl2",54,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0090278","negative regulation of peptide hormone secretion","15/1168","77/18481",8.11174008149894e-05,0.00369682580763394,0.00317050755558155,"Pfkl/Gnaz/Sytl4/Hdac1/Pde3b/Anxa5/Ucp2/Gnao1/Nucb2/Kcnj11/Pim3/Ffar3/Npy/Adra2a/Chga",15,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0097421","liver regeneration","15/1168","77/18481",8.11174008149894e-05,0.00369682580763394,0.00317050755558155,"Pou2f1/Myc/Npm1/Rpl19/Rpl32/Gfer/Ucp2/Ihh/Ncl/Slc7a5/Ptch1/Tyms/Rpl10/Cebpb/Rapgef3",15,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0140056","organelle localization by membrane tethering","15/1168","77/18481",8.11174008149894e-05,0.00369682580763394,0.00317050755558155,"Atp2a2/Snap29/Uso1/Calm1/Rab3b/Rab3d/Vamp8/Rab8a/Ykt6/Stxbp1/Calm3/Rab3a/Gnao1/Ncam1/Esyt1",15,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:2000058","regulation of ubiquitin-dependent protein catabolic process","25/1168","173/18481",9.03710257467212e-05,0.00406477794461485,0.00348607423118237,"Gna12/Mapk9/Trib1/Rpl23/Rybp/Mdm2/Trib3/Rnf19a/Fbxw7/Nop53/Csnk1e/Map1a/Usp14/N4bp1/Agtpbp1/Herpud1/Rpl5/Ptk2b/Cdc20/Akt1/Vcp/Csnk1d/Gba1/Psmd10/Rack1",25,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0043618","regulation of transcription from RNA polymerase II promoter in response to stress","10/1168","38/18481",9.065332106695e-05,0.00406477794461485,0.00348607423118237,"Atf3/Eif2ak3/Ddit3/Nfe2l1/Nck2/Atf4/Vegfa/Atf6/Jun/Cebpb",10,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0001889","liver development","34/1168","270/18481",9.65685204698738e-05,0.00424269302639892,0.0036386594868586,"Hnf1a/Hes1/Tgfbr3/Pou2f1/Myc/Npm1/Rpl19/Baat/Asns/Smarca4/Rara/Rpl32/Pkm/Prkcsh/Gfer/Fgf1/Hras/Ucp2/Ihh/Ncl/Slc7a5/Ptch1/Ceacam1/Jun/Cad/Mki67/Tyms/Ak4/Pdx1/Tk1/Rpl10/Cebpb/Rapgef3/Ccnd2",34,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0016485","protein processing","32/1168","248/18481",9.6605759466346e-05,0.00424269302639892,0.0036386594868586,"Ero1b/Parp1/Myc/Slc30a8/Prkaca/Pcsk2/Mdm2/Timm17a/Scg5/Casp3/Bmp1/Pcsk1/Angptl8/Pcsk6/F3/Chac1/Spg7/Mafb/Eno1/Ihh/Gsn/Ptch1/Cdh1/Ins2/Tmem98/P4hb/Spcs3/Cpe/Pcsk1n/Arxes1/Inpp5b/Pgk1",32,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0030162","regulation of proteolysis","51/1168","467/18481",9.69104342360905e-05,0.00424269302639892,0.0036386594868586,"Gna12/Mapk9/Trib1/Rpl23/Wfs1/Prkaca/Rybp/Mdm2/Timm17a/Trib3/Serping1/Nfe2l1/Rnf19a/Psmc5/Fbxw7/Angptl8/Sh3d19/Nop53/Csnk1e/Map1a/Chac1/Usp14/N4bp1/Dlgap1/Eno1/Otud4/Agtpbp1/Herpud1/Gsn/Rnf185/Gabarapl2/Cdh1/Ins2/Efna1/Cfl1/Tmem98/Rpl5/Ptk2b/Cdc20/Akt1/Usp13/Serpina1/Vcp/Csnk1d/Ppm1f/Adra2a/Inpp5b/Gba1/Psmd10/Rack1/Ubb",51,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0031333","negative regulation of protein-containing complex assembly","23/1168","154/18481",0.000102511646140493,0.00445284962922764,0.00381889602809565,"Jmjd6/Ssh1/Pfn1/Flii/Capzb/Dact1/Lmo4/Mtpn/Nop53/Capza1/Arpc2/Vil1/Stxbp1/Pfn2/Hspa5/Ssh3/Gsn/Rpl13a/Cfl1/Tbcd/Tmsb15b2/Tubb4a/Gba1",23,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0032271","regulation of protein polymerization","28/1168","206/18481",0.000105427978154699,0.00450907352723174,0.00386711531207114,"Ssh1/Clip1/Pfn1/Flii/Togaram1/Capzb/Arpc3/Dctn1/Mtpn/Dbnl/Bin1/Capza1/Arpc2/Vil1/Cotl1/Nck2/Rps3/Pfn2/Ssh3/Gsn/Cfl1/Arl2/Ptk2b/Tbcd/Tmsb15b2/Hax1/Tubb4a/Hsp90aa1",28,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:1903531","negative regulation of secretion by cell","28/1168","206/18481",0.000105427978154699,0.00450907352723174,0.00386711531207114,"Pfkl/Gnaz/Sytl4/Crhr1/Rap1b/Cyp51/Hdac1/Pde3b/Rab7a/Vamp8/P2ry1/Anxa5/Pnkd/Gnai2/Syt4/Ucp2/Gnao1/Ins2/Nucb2/Ceacam1/Kcnj11/Pim3/Maob/Ffar3/Npy/Adra2a/Chga/Gck",28,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0046364","monosaccharide biosynthetic process","18/1168","106/18481",0.000108639262616861,0.00457601742537689,0.00392452838639858,"Atf3/Prkaca/Gcg/Slc39a14/Slc37a4/Nln/Nr3c1/Tpi1/Atf4/Eno1/Pck2/Gapdh/Ins2/Gpi/RGD1563601/LOC500959/Pgk1/Gck",18,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:2000060","positive regulation of ubiquitin-dependent protein catabolic process","18/1168","106/18481",0.000108639262616861,0.00457601742537689,0.00392452838639858,"Mapk9/Trib1/Mdm2/Trib3/Rnf19a/Fbxw7/Nop53/Csnk1e/Agtpbp1/Herpud1/Ptk2b/Cdc20/Akt1/Vcp/Csnk1d/Gba1/Psmd10/Rack1",18,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0002792","negative regulation of peptide secretion","15/1168","79/18481",0.000110097257032367,0.00460256202330796,0.00394729382157991,"Pfkl/Gnaz/Sytl4/Hdac1/Pde3b/Anxa5/Ucp2/Gnao1/Nucb2/Kcnj11/Pim3/Ffar3/Npy/Adra2a/Chga",15,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0034329","cell junction assembly","52/1168","482/18481",0.000113440877567277,0.00470694984532882,0.00403681991657318,"Coro1c/Gap43/Ildr1/Gabrg2/Nlgn3/Arhgap6/Enpp2/Flrt3/Prkaca/Gcg/Ptprd/Snap25/Rcc2/Thy1/Efnb1/Rap1b/Rps6/Mpdz/Ugt8/Sh3bp1/Gpm6a/Slk/Lzts1/Dbnl/Capza1/Sema4d/Fn1/Adgrb2/Nlgn2/Ldb1/Ntrk3/Vegfa/Cdh1/Dapk3/Ramp2/Cfl1/Numbl/Arl2/Nrxn2/Lrrtm4/Sdk2/Ptk2b/Nfasc/Actb/Tbcd/Ppm1f/Shank2/Cacna1a/Gabrb3/Lhfpl4/Amigo3/St8sia2",52,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0061008","hepaticobiliary system development","34/1168","273/18481",0.000120019975631101,0.00494304492228831,0.0042393020632272,"Hnf1a/Hes1/Tgfbr3/Pou2f1/Myc/Npm1/Rpl19/Baat/Asns/Smarca4/Rara/Rpl32/Pkm/Prkcsh/Gfer/Fgf1/Hras/Ucp2/Ihh/Ncl/Slc7a5/Ptch1/Ceacam1/Jun/Cad/Mki67/Tyms/Ak4/Pdx1/Tk1/Rpl10/Cebpb/Rapgef3/Ccnd2",34,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0090277","positive regulation of peptide hormone secretion","23/1168","156/18481",0.000125123009122603,0.00511532302001231,0.00438705287403555,"Glp1r/Hnf1a/Ildr1/Pfkfb2/Slc30a8/Prkaca/Gna11/Gcg/Snap25/Pex5l/Dynll1/Slc2a2/Nlgn2/Baiap3/Pck2/Irs2/Nnat/Npy/Pdx1/Sri/Gck/Sox4/Camk2n1",23,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0017157","regulation of exocytosis","30/1168","230/18481",0.000129633172796042,0.00517171027002779,0.00443541225354523,"Git2/Atp2a2/Dnm1l/Snap29/Adora2b/Sytl4/Calm1/Crhr1/Rap1b/Prepl/Syt13/Rab3b/Rab3d/Rab7a/Vamp8/P2ry1/Rab8a/Stxbp1/Gnai2/Calm3/Syt4/Pfn2/Baiap3/Rab3a/Ceacam1/Cdk5r2/Npy/Adra2a/Cacna1a/Ap1g1",30,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:2000300","regulation of synaptic vesicle exocytosis","13/1168","63/18481",0.000129678625852856,0.00517171027002779,0.00443541225354523,"Git2/Atp2a2/Dnm1l/Snap29/Calm1/Rap1b/Prepl/P2ry1/Calm3/Syt4/Pfn2/Rab3a/Npy",13,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0099173","postsynapse organization","33/1168","263/18481",0.000130166913787579,0.00517171027002779,0.00443541225354523,"Ssh1/Gap43/Dnm1l/Nlgn3/Abl2/Rps6ka5/Actr2/Ptprd/Dact1/Nefh/Caprin1/Slc7a11/Ctnnd2/Lzts1/Dbnl/Sorbs2/Nlgn2/Dlgap1/Ntrk3/Shank1/Ins2/Efna1/Cfl1/Numbl/Nrxn2/Lrrtm4/Ptk2b/Akt1/Actb/Shank2/Mpp2/Lhfpl4/Cdk5r1",33,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0050807","regulation of synapse organization","37/1168","308/18481",0.000130468668883332,0.00517171027002779,0.00443541225354523,"Mapk14/Dnm1l/Nlgn3/Rps6ka5/Flrt3/Actr2/Ptprd/Snap25/Dact1/Caprin1/Dctn1/Slc7a11/Gpm6a/Lzts1/Dbnl/Pgrmc1/Sema4d/Adgrb2/Nlgn2/Ntrk3/Ins2/Efna1/Cfl1/Numbl/Lrrtm4/Ptk2b/Cdc20/Neurod2/Akt1/Vcp/Shank2/Tuba1a/Tubb5/Lhfpl4/Amigo3/St8sia2/Cdk5r1",37,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0006865","amino acid transport","25/1168","177/18481",0.000131153084185957,0.00517171027002779,0.00443541225354523,"Slc16a10/Slc7a1/Nherf1/Slc43a2/Myc/Slc1a4/Slc38a1/Slc38a2/Nfe2l1/Slc6a6/Dpysl2/Slc7a11/Nr3c1/Stxbp1/Slc12a2/Slc38a3/Syt4/Ucp2/Slc3a2/Slc7a5/Cck/Slc6a9/Sv2a/Ctns/Cacna1a",25,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0042594","response to starvation","34/1168","275/18481",0.000138382439180244,0.00541172541772361,0.00464125636923286,"Atf3/Rpl26/Eif2ak3/Slc38a2/Ddit3/Yars1/Slc2a1/Asns/Fos/Fnip1/Dap/Lrp11/Rnf152/Slc38a3/Atf4/Ucp2/Gas6/Hspa5/Lars1/Slc3a2/Rpl17/Slc7a5/Gabarapl2/Nucb2/Bhlha15/Jun/Cad/Vldlr/Larp1/Gcgr/Gba1/Zfp36/Gck/RragB",34,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0051016","barbed-end actin filament capping","8/1168","26/18481",0.00013918646308174,0.00541172541772361,0.00464125636923286,"Flii/Capzb/Mtpn/Capza1/Arpc2/Vil1/Gsn/Cfl1",8,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0051656","establishment of organelle localization","49/1168","450/18481",0.000141492330191003,0.00546317608237482,0.00468538198658803,"Dnm1l/Kit/Adora2b/Nherf1/Myo1d/Cenpf/Pax6/Nek2/Npm1/Chp1/Crhr1/Kif18a/Dync1h1/Rcc2/Chmp3/Nefh/Knstrn/Dpysl2/Dync1i1/Dctn1/Dynll1/Ap3m1/Rab7a/Vamp8/Sapcd2/Hsbp1/Ykt6/Sun2/Stxbp1/Chmp1a/Rb1/Slc2a4/Syt4/Cltb/Dynlt1/Agtpbp1/Rab3a/Cnih2/Cfl1/Map4k2/Btbd8/Spry1/Gbf1/Tspan4/Ap1s2/Chga/Tuba1a/Ubb/Ap1g1",49,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
